HeritageItemID,SchoolName,HeritageTypeName,HeritageGroupName,EndorsedSignificance,ListingNumber,AreaHectares,AboriginalAreaName,Suburb,Address,LocalGovtAreaName,StreetNumber,StreetName
5064470,Inverell Public School - Building B00I,Built,,1,5,0.8094,Gamilaroi,Inverell,22-30 Wood Street Inverell 2360,Inverell,22-30,Wood Street
5064471,Ashford Central School,Complex / Group,Education,1,6,0.4047,Gamilaroi,Ashford,51 Martyn Street Ashford 2361,Inverell,51,Martyn Street
5064472,Jerilderie Public School - Buildings B00A and B00B,Built,,1,5,1.38358,Wiradjuri,Jerilderie,27-33 Bolton Street Jerilderie 2716,Jerilderie,27-33,Bolton Street
5064473,Junee Public School,Complex / Group,Education,1,6,2.46977,Wiradjuri,Junee,116 Lorne Street Junee 2663,Junee,116,Lorne Street
5064474,East Kempsey Public School - Buildings B00E and B00G,Built,,1,5,1.2028,Thungguti,East Kempsey,1 Innes Street East Kempsey 2440,Kempsey,1,Innes Street
5064475,"Frederickton Public School - Buildings B001, B003 and B005",Built,,1,5,1.6673,Thungguti,Frederickton,109 Great North Road Frederickton 2440,Kempsey,109,Great North Road
5064476,"Gladstone Public School - Buildings B00A, B00B and B00E and Bell",Built,,1,5,0.33134,Thungguti,Gladstone,13 Kinchela Street Gladstone 2440,Kempsey,13,Kinchela Street
5064477,Millbank Public  School - Building B00A and Memorial Gates,Built,,1,5,1.578,Thungguti,Millbank,506 Hickeys Creek Road Millbank 2440,Kempsey,506,Hickeys Creek Road
5064478,Millbank Public  School - Building B00E,Built,,1,5,1.578,Thungguti,Millbank,506 Hickeys Creek Road Millbank 2440,Kempsey,506,Hickeys Creek Road
5064479,Kempsey High School - Buildings B00B and B00G,Built,,1,5,5.417,Thungguti,West Kempsey,Broughton Street West Kempsey 2440,Kempsey,,Broughton Street
5064480,Willawarrin Public School - Buildings B00B and B00C,Built,,1,5,1.366,Thungguti,Willawarrin,85-91 Armidale Road Willawarrin 2440,Kempsey,85-91,Armidale Road
5064481,Bellbrook Public School,Complex / Group,Education,1,6,0.597,Thungguti,Bellbrook,32 Main Street Bellbrook 2440,Kempsey,32,Main Street
5066000,Gladstone Public School,Complex / Group,Education,1,6,0.33134,Thungguti,Gladstone,13 Kinchela Street Gladstone 2440,Kempsey,13,Kinchela Street
5064482,Jamberoo Public School - Buildings B00B and B00E,Built,,1,5,0.8094,Tharawal,Jamberoo,55 Churchill Street Jamberoo 2533,Kiama,55,Churchill Street
5064483,"Blakehurst Public School - Buildings B00A, B00B and B00D",Built,,1,5,1.4613,Eora,Blakehurst,Princes Highway Blakehurst 2221,Kogarah,,Princes Highway
5064484,Hurstville South Public School - Buildings B00A and B00D,Built,,1,5,1.13446,Eora,Hurstville,Maher Street Hurstville 2220,Kogarah,,Maher Street
5064486,Woniora Road School - Building B00A,Built,,1,5,0.3463,Eora,Hurstville,83-85 Woniora Road Hurstville 2220,Kogarah,83-85,Woniora Road
5064487,Kogarah High School - Building B006,Built,,1,5,0.6576,Eora,Kogarah,28 Regent Street Kogarah 2217,Kogarah,28,Regent Street
5064488,St George Girls High School - Building B00A and Period Fence,Built,,1,5,2.836,Eora,Kogarah,Victoria Street Kogarah 2217,Kogarah,,Victoria Street
5064489,Mortdale Public School - Buildings B00E and B00F,Built,,1,5,3.94998,Eora,Mortdale,1-21 Coleborne Avenue Mortdale 2223,Kogarah,Jan-21,Coleborne Avenue
5064490,Sans Souci Public School - Building B00A,Built,,1,5,2.1518,Eora,Sans Souci,413-415 Rocky Point Road Sans Souci 2219,Kogarah,413-415,Rocky Point Road
5064491,Hurstville Grove Public School,Complex / Group,Education,1,6,0.46729,Eora,Penshurst,Lansdowne Street Penshurst 2222,Kogarah,,Lansdowne Street
5064492,Lindfield Learning Village - Buildings B001-B005 and Landscape,Built,,1,5,3.6,Dharug,Lindfield,Eton Road Lindfield 2070,Ku-Ring-Gai,,Eton Road
5064493,Wahroonga Public School,Complex / Group,Education,1,6,4.671,Dharug,Wahroonga,71 Burns Road Wahroonga 2076,Ku-Ring-Gai,71,Burns Road
5064494,Roseville Public School,Complex / Group,Education,1,6,1.45572,Dharug,Roseville,19A Archbold Road Roseville 2069,Ku-Ring-Gai,19A,Archbold Road
5066496,Ku-ring-gai High School - Building B00H,Built,,0,6,7.9958,Guringai,North Turramurra,403 Bobbin Head Road North Turramurra 2074,Ku-Ring-Gai,403,Bobbin Head Road
5064495,Kyogle Public School - Building B00A and Significant Trees,Built,,1,5,0.8094,Bundjalung,Kyogle,Summerland Way Kyogle 2474,Kyogle,,Summerland Way
5064496,The Risk Public School - Buildings B00A and B00F,Built,,1,5,0.8094,Bundjalung,The Risk,122 Gradys Creek Road The Risk 2474,Kyogle,122,Gradys Creek Road
5064497,Barkers Vale Public School - Buildings B00A and B00C-B00E,Built,,1,5,7.632,Bundjalung,Wadeville,4501-4504 Kyogle Road Wadeville 2474,Kyogle,4501-4504,Kyogle Road
5064498,"Woodenbong Central School - Buildings B00D-B00F, B00J and B00K and Memorial Gates",Built,,1,5,2.1474,Bundjalung,Woodenbong,42 Lindsay Street Woodenbong 2476,Kyogle,42,Lindsay Street
5064502,Dudley Public School - Building B00C,Built,,1,5,0.8094,Awabakal,Dudley,124 Ocean Street Dudley 2290,Lake Macquarie,124,Ocean Street
5064503,Edgeworth Public School - Building B00H,Built,,1,5,0.7171,Awabakal,Edgeworth,7 Minmi Road Edgeworth 2285,Lake Macquarie,7,Minmi Road
5064504,West Wallsend High School - Landscape,Built,,1,5,0.7347,Awabakal,West Wallsend,20 Appletree Road West Wallsend 2286,Lake Macquarie,20,Appletree Road
5064505,Morisset High School - Buildings B00P and B00R,Built,,1,5,7.74,Awabakal,Morisset,133 Bridge Street Morisset 2264,Lake Macquarie,133,Bridge Street
5064506,Teralba Public School - Building B00A and B00D,Built,,1,5,0.8097,Awabakal,Teralba,57A York Street Teralba 2284,Lake Macquarie,57A,York Street
5064507,"West Wallsend Public School - Buildings B00A, B00B, B00E and B00F",Built,,1,5,0.92596,Awabakal,West Wallsend,49A Wallace Street West Wallsend 2286,Lake Macquarie,49A,Wallace Street
5064508,Belmont North Public School - Archaeology,Archaeological-Terrestrial,,1,5,1.06487,Awabakal,Belmont North,Nikkin Street Belmont North 2280,Lake Macquarie,,Nikkin Street
5064510,West Wallsend High School,Complex / Group,Education,1,6,0.0738,Awabakal,West Wallsend,20 Appletree Road West Wallsend 2286,Lake Macquarie,20,Appletree Road
5064511,West Wallsend Public School,Complex / Group,Education,1,6,1.21539,Awabakal,West Wallsend,49A Wallace Street West Wallsend 2286,Lake Macquarie,49A,Wallace Street
5066535,Teralba Public School,Complex / Group,Education,1,6,1.2151,Awabakal,Teralba,57A York Street Teralba 2284,Lake Macquarie,57A,York Street
5064512,Greenwich Public School - Buildings B00H and Movable Item,Built,,1,5,0.63104,Dharug,Greenwich,70A Greenwich Road Greenwich 2065,Lane Cove,70A,Greenwich Road
5064513,Lane Cove Public School - Buildings B001 and B006,Built,,1,5,1.0224,Dharug,Lane Cove,145-153 Longueville Road Lane Cove 2066,Lane Cove,145-153,Longueville Road
5064514,Leeton Public School - Residence,Built,,1,5,0.18404,Wiradjuri,Leeton,20 Church Street Leeton 2705,Leeton,20,Church Street
5064515,Leeton High School - Building B00B,Built,,1,5,4.61,Wiradjuri,Leeton,1-19 Mallee Street Leeton 2705,Leeton,Jan-19,Mallee Street
5064516,Leeton Public School - Building B00H,Built,,1,5,2.902,Wiradjuri,Leeton,Mallee Street Leeton 2705,Leeton,,Mallee Street
5064517,Yanco Public School - Buildings B00A-B00D,Built,,1,5,1.11,Wiradjuri,Yanco,2-8 Cudgel Street Yanco 2703,Leeton,2-Aug,Cudgel Street
5064518,"Yanco Agricultural High School - Buildings B00A, B00D, B00E, B00F, B00G, B00H, B00I, B00J, B00L, B00N, BR11, Movable Heritage and Grounds",Built,,3,5,16.1988,Wiradjuri,Yanco,259 Euroley Road Yanco 2703,Leeton,259,Euroley Road
5064520,Annandale Public School - Period Gates,Built,,1,5,1.118,Eora,Annandale,25 Johnston Street Annandale 2038,Leichhardt,25,Johnston Street
5064521,Annandale Public School - Buildings B00A and B00C,Built,,1,5,1.118,Eora,Annandale,25 Johnston Street Annandale 2038,Leichhardt,25,Johnston Street
5064522,Annandale North Public School - Building B00C,Built,,1,5,0.52955,Eora,Annandale,196-212 Johnston Street Annandale 2038,Leichhardt,196-212,Johnston Street
5064523,Balmain Public School - Buildings B00A-B00C and B00E,Built,,1,5,0.354,Eora,Balmain,1 Eaton Street Balmain 2041,Leichhardt,1,Eaton Street
5064524,Nicholson Street Public School - Building B00A,Built,,1,5,0.436222,Eora,Balmain,21 Nicholson Street Balmain 2041,Leichhardt,21,Nicholson Street
5064525,Birchgrove Public School - Building B00A and Significant Trees,Built,,1,5,0.7366,Eora,Birchgrove,76B Birchgrove Road Birchgrove 2041,Leichhardt,76B,Birchgrove Road
5064526,"Leichhardt Public School - Buildings B00A-B00C, B00E and B00F",Built,,1,5,1.5613,Eora,Leichhardt,101-105 Norton Street Leichhardt 2040,Leichhardt,101-105,Norton Street
5064527,Kegworth Public School - Buildings B00A and B00B,Built,,1,5,0.71015,Eora,Leichhardt,60 Tebbutt Street Leichhardt 2040,Leichhardt,60,Tebbutt Street
5064528,Rozelle Public School - Buildings B00A-B00C,Built,,1,5,1.08013,Eora,Rozelle,663 Darling Street Rozelle 2039,Leichhardt,663,Darling Street
5064529,Annandale Public School,Complex / Group,Education,1,6,1.118,Eora,Annandale,25 Johnston Street Annandale 2038,Leichhardt,25,Johnston Street
5064530,Annandale North Public School,Complex / Group,Education,1,6,0.52955,Eora,Annandale,196-212 Johnston Street Annandale 2038,Leichhardt,196-212,Johnston Street
5064531,Nicholson Street Public School,Complex / Group,Education,1,6,0.463322,Eora,Balmain,21 Nicholson Street Balmain 2041,Leichhardt,21,Nicholson Street
5064532,Birchgrove Public School,Complex / Group,Education,1,6,0.7366,Eora,Birchgrove,76B Birchgrove Road Birchgrove 2041,Leichhardt,76B,Birchgrove Road
5064533,Sydney Secondary College - Balmain,Complex / Group,Education,1,6,3.571,Eora,Rozelle,25-33 Terry Street Rozelle 2039,Leichhardt,25-33,Terry Street
5064534,Balmain Public School,Complex / Group,Education,1,6,0.354,Eora,Balmain,1 Eaton Street Balmain 2041,Leichhardt,1,Eaton Street
5064535,Rozelle Public School,Complex / Group,Education,1,6,1.47518,Eora,Rozelle,663 Darling Street Rozelle 2039,Leichhardt,663,Darling Street
5064536,Leichhardt Public School,Complex / Group,Education,1,6,1.5613,Eora,Leichhardt,101-105 Norton Street Leichhardt 2040,Leichhardt,101-105,Norton Street
5064537,Orange Grove Public School,Complex / Group,Education,1,6,0.0122,Eora,Lilyfield,2-8 Perry Street Lilyfield 2040,Leichhardt,2-Aug,Perry Street
5067073,"Orange Grove Public School - Buildings B00A, B00B and B00D",Built,,0,6,1.153,Eora,Lilyfield,2-8 Perry Street Lilyfield 2040,Leichhardt,2-Aug,Perry Street
5064538,"Blakebrook Public School - Buildings B00A, B00E and B00F and Grounds",Built,,1,5,1.276,Bundjalung,Blakebrook,417 Rosehill Road Blakebrook 2480,Lismore,417,Rosehill Road
5064539,Dunoon Public School - Building B00A and Grounds,Built,,1,5,2.061,Bundjalung,Dunoon,65 James Street Dunoon 2480,Lismore,65,James Street
5064540,"Modanville Public School - Buildings B00A, B00D and B00E and Significant Trees",Built,,1,5,1.7239,Bundjalung,Modanville,877 Dunoon Road Modanville 2480,Lismore,877,Dunoon Road
5064541,The Rivers Secondary College - Richmond River High Campus - Building B00A and Significant Trees,Built,,1,5,0.9586,Bundjalung,North Lismore,85 Lake Street North Lismore 2480,Lismore,85,Lake Street
5064543,Cullen Bullen Public School - Buildings B00A and B00D,Built,,1,5,0.8094,Wiradjuri,Cullen Bullen,15-23 Castlereagh Highway Cullen Bullen 2790,Lithgow,15-23,Castlereagh Highway
5064544,"Lithgow Public School - Buildings B00A, B00B, B00D-B00F, B00I and B00J",Built,,1,5,1.964,Wiradjuri,Lithgow,163 Mort Street Lithgow 2790,Lithgow,163,Mort Street
5064545,Meadow Flat Public School - Buildings B00A and B00C and Bell,Built,,1,5,1.222,Wiradjuri,Meadow Flat,9 Great Western Highway Meadow Flat 2795,Lithgow,9,Great Western Highway
5064546,Cooerwull Public School - Archaeology,Archaeological-Terrestrial,,1,5,0.8094,Wiradjuri,Lithgow,319-321 Main Street Lithgow 2790,Lithgow,319-321,Main Street
5064547,Meadow Flat Public School - Archaeology,Archaeological-Terrestrial,,1,5,1.222,Wiradjuri,Meadow Flat,9 Great Western Highway Meadow Flat 2795,Lithgow,9,Great Western Highway
5064549,Capertee Public School,Complex / Group,Education,1,6,0.9443,Wiradjuri,Capertee,33-35 Castleregh Street Capertee 2846,Lithgow,33-35,Castleregh Street
5064550,Lithgow Public School,Complex / Group,Education,1,6,1.964,Wiradjuri,Lithgow,163 Mort Street Lithgow 2790,Lithgow,163,Mort Street
5064551,Portland Central School,Complex / Group,Education,1,6,2.2302,Wiradjuri,Portland,14 Vale Street Portland 2847,Lithgow,14,Vale Street
5064552,Ashcroft High School - Memorial Gates,Built,,1,5,5.936,Dharug,Ashcroft,108 Maxwells Avenue Ashcroft 2168,Liverpool,108,Maxwells Avenue
5064554,Bringelly Public School - Buildings B00E-B00H,Built,,1,5,4.22,Dharug,Bringelly,1205 The Northern Road Bringelly 2171,Liverpool,1205,The Northern Road
5064555,"Chipping Norton Public School - Buildings B00A-B00D, B00G and B00J",Built,,1,5,2.7617,Dharug,Chipping Norton,4 Central Avenue Chipping Norton 2170,Liverpool,4,Central Avenue
5064556,Mainsbridge School - Building B00D,Built,,1,5,0.7918,Dharug,Liverpool,118 Flowerdale Road Liverpool 2170,Liverpool,118,Flowerdale Road
5064557,Luddenham Public School - Building B00C,Built,,1,5,0.721,Dharug,Luddenham,2158 The Northern Road Luddenham 2745,Liverpool,2158,The Northern Road
5064558,Liverpool Public School - Buildings B00B-B00E and Archaeology,Built,,3,5,1.67757,Dharug,Liverpool,251 Bigge Street and Railway Street Liverpool 2170,Liverpool,251,Bigge Street and Railway Street
5064559,Liverpool Public School,Complex / Group,Education,1,6,1.67757,Dharug,Liverpool,Railway Street Liverpool 2170,Liverpool,,Railway Street
5064560,Quirindi High School - Building B00A,Built,,1,5,0.7245,Gamilaroi,Quirindi,113 Hill Street Quirindi 2343,Liverpool Plains,113,Hill Street
5064561,Quirindi Public School - Building B00D,Built,,1,5,1.2,Gamilaroi,Quirindi,22 Munro Street Quirindi 2343,Liverpool Plains,22,Munro Street
5064562,"Werris Creek Public School - Buildings B00B, B00E-B00G and B00J",Built,,1,5,0.8094,Gamilaroi,Werris Creek,68 Dewhurst Street Werris Creek 2341,Liverpool Plains,68,Dewhurst Street
5064563,The Rock Central School,Complex / Group,Education,1,6,1.7148,Wiradjuri,The Rock,Ford Street The Rock 2655,Lockhart,,Ford Street
5064564,Yerong Creek Public School,Complex / Group,Education,1,6,0.0457,Wiradjuri,Yerong Creek,23-29 Cole Street Yerong Creek 2642,Lockhart,23-29,Cole Street
5064565,Lord Howe Island Central School,Landscape,,3,6,0.5805,,Lord Howe Island,Lagoon Road Lord Howe Island 2898,Lord Howe Island,,Lagoon Road
5064566,Lord Howe Island Central School - Residences,Landscape,,3,6,0.2428,,Lord Howe Island,Lots 11 and 12 Douglas Terrace Lord Howe Island 2898,Lord Howe Island,Lots 11 and 12,Douglas Terrace
5064567,"Maitland High School - Buildings B00A, B00B, B00L, B00P and B00W",Built,,1,5,0.1859,Wanaruah,East Maitland,30 High Street East Maitland 2323,Maitland,30,High Street
5064568,Maitland East Public School - Building B00A,Built,,1,5,2.037,Wanaruah,East Maitland,28 William Street East Maitland 2323,Maitland,28,William Street
5064569,"Largs Public School - Buildings B00A-B00C, B00E, B00G and Residence",Built,,1,5,1.14536,Eora,Largs,1-5 Hunter Street Largs 2320,Maitland,1-May,Hunter Street
5064570,Maitland Public School - Buildings B00A-B00F,Built,,1,5,1.245813,Wanaruah,Maitland,70 Elgin Street Maitland 2320,Maitland,70,Elgin Street
5064571,Morpeth Public School - Building B00A,Built,,1,5,0.8574,Wanaruah,Morpeth,46 High Street Morpeth 2321,Maitland,46,High Street
5065568,Maitland Public School,Complex / Group,Education,1,6,0.9453,Wanaruah,Maitland,70 Elgin Street Maitland 2320,Maitland,70,Elgin Street
5065569,Maitland East Public School,Complex / Group,Education,1,6,2.1388,Wanaruah,East Maitland,26 William Street East Maitland 2323,Maitland,26,William Street
5065570,Nillo Infants School,Complex / Group,Education,1,6,0.27543,Wanaruah,Lorn,Belmore Road Lorn 2320,Maitland,,Belmore Road
5065571,Morpeth Public School,Complex / Group,Education,1,6,0.8574,Wanaruah,Morpeth,46 High Street Morpeth 2321,Maitland,46,High Street
5065572,"Manly West Public School - Buildings B00D, B00E and B00G and Significant Trees",Landscape,,1,5,2.155,Eora,Balgowlah,Griffiths Street Balgowlah 2093,Manly,,Griffiths Street
5065573,Manly Village Public School - Building B00C,Built,,1,5,0.5826,Eora,Manly,Darley Road Manly 2095,Manly,,Darley Road
5065574,Manly Village Public School - Building B00D,Built,,1,5,0.0785,Eora,Manly,12 Wentworth Street Manly 2095,Manly,12,Wentworth Street
5065575,"Manly Village Public School - Buildings B00A, B00B and 1882 Parapet Monument",Built,,1,5,0.5826,Eora,Manly,Darley Road Manly 2095,Manly,,Darley Road
5065576,Manly Village Public School,Complex / Group,Education,1,6,0.5826,Eora,Manly,Darley Road Manly 2095,Manly,,Darley Road
5065577,Bridge Road School - Buildings B00A and B00G,Built,,1,5,0.3728,Eora,Camperdown,127 Parramatta Road Camperdown 2050,Marrickville,127,Parramatta Road
5065580,Dulwich Hill High School - Building B00C,Built,,1,5,1.507,Eora,Dulwich Hill,1-9 Seaview Street Dulwich Hill 2203,Marrickville,1-Sep,Seaview Street
5065581,Marrickville Public School - Buildings B00A-B00D and B00K,Built,,1,5,1.949,Eora,Marrickville,116 Chapel Street Marrickville 2204,Marrickville,116,Chapel Street
5065582,"Marrickville West Public School - Buildings B00A, B00B and B00G",Built,,1,5,1.422,Eora,Marrickville,2A Beauchamp Street Marrickville 2204,Marrickville,2A,Beauchamp Street
5065583,Ferncourt Public School - Building B00A,Built,,1,5,1.129,Eora,Marrickville,74 Premier Street Marrickville 2204,Marrickville,74,Premier Street
5065584,"Australia Street Infants School - Buildings B00A, B00B, B00D and B00F",Built,,1,5,0.335,Eora,Newtown,229 Australia Street Newtown 2042,Marrickville,229,Australia Street
5065586,"Camdenville Public School - Buildings B002, B003, B007 and B008",Built,,1,5,1.57368,Eora,Newtown,127-137 Wells Street Newtown 2042,Marrickville,127-137,Wells Street
5065587,Fort Street High School - Buildings B00A and B00B,Built,,1,5,3.914,Eora,Petersham,620 Parramatta Road Petersham 2049,Marrickville,620,Parramatta Road
5065588,Stanmore Public School - Buildings B00B and B00C,Built,,1,5,1.6699,Eora,Stanmore,96 Cambridge Street Stanmore 2048,Marrickville,96,Cambridge Street
5065589,St Peters Public School - Buildings B00A and B00C,Built,,1,5,1.9329,Eora,Petersham,93A Church Street Petersham 2049,Marrickville,93A,Church Street
5065590,Tempe High School and Tempe Public School - Buildings B00B and B00BS,Built,,1,5,3.578,Eora,Tempe,119 Unwins Bridge Road Tempe 2044,Marrickville,119,Unwins Bridge Road
5065591,Bridge Road School,Complex / Group,Education,1,6,0.4657,Eora,Camperdown,2 Victory Lane Camperdown 2050,Marrickville,2,Victory Lane
5065592,Australia Street Infants School,Complex / Group,Education,1,6,0.335,Eora,Newtown,229 Australia Street Newtown 2042,Marrickville,229,Australia Street
5066038,Stanmore Public School,Complex / Group,Education,1,6,1.6699,Eora,Stanmore,96 Cambridge Street Stanmore 2048,Marrickville,96,Cambridge Street
5067115,"NSW School of Languages - Buildings B0CC, B0DD and B0EE",Built,,1,5,,Eora,Petersham,West Street Petersham 2049,Marrickville,,West Street
5065595,Goolma Public School - Buildings B00A-B00C,Built,,1,5,0.8094,Wiradjuri,Goolma,16 Gollan Road Goolma 2852,Mid-Western Regional,16,Gollan Road
5065596,Red Hill Environmental Education Centre - Building B00A,Built,,1,5,,Wiradjuri,Gulgong,41 White Street Gulgong 2852,Mid-Western Regional,41,White Street
5065597,Red Hill Environmental Education Centre - Building B00B,Built,,1,5,,Wiradjuri,Gulgong,41 White Street Gulgong 2852,Mid-Western Regional,41,White Street
5065598,Ilford Public School - Building B00C,Built,,1,5,2.034,Wiradjuri,Ilford,6943 Castlereagh Highway Ilford 2850,Mid-Western Regional,6943,Castlereagh Highway
5065599,Kandos High School - Building B00C,Built,,1,5,0.2024,Wiradjuri,Kandos,16-38 Fleming Street Kandos 2848,Mid-Western Regional,16-38,Fleming Street
5065600,Mudgee High School - Building B00A,Built,,1,5,3.981,Wiradjuri,Mudgee,41 Douro Street Mudgee 2850,Mid-Western Regional,41,Douro Street
5065601,Mudgee Public School - Buildings B002 and B011,Built,,1,5,2.944,Wiradjuri,Mudgee,44 Perry Street Mudgee 2850,Mid-Western Regional,44,Perry Street
5065602,Mudgee Public School - Building B001,Built,,1,5,2.944,Wiradjuri,Mudgee,44 Perry Street Mudgee 2850,Mid-Western Regional,44,Perry Street
5065603,Mudgee Public School - Building B00A,Built,,1,5,2.944,Wiradjuri,Mudgee,44 Perry Street Mudgee 2850,Mid-Western Regional,44,Perry Street
5065605,Mudgee High School,Complex / Group,Education,1,6,4.05245,Wiradjuri,Mudgee,41 Douro Street Mudgee 2850,Mid-Western Regional,41,Douro Street
5065606,Mudgee Public School,Complex / Group,Education,1,6,3.1464,Wiradjuri,Mudgee,44 Perry Street Mudgee 2850,Mid-Western Regional,44,Perry Street
5065607,Gulgong Public School and High School,Complex / Group,Education,1,6,4.047,Wiradjuri,Gulgong,40-66 Belmore Street Gulgong 2852,Mid-Western Regional,40-66,Belmore Street
5065608,Red Hill Environmental Education Centre,Complex / Group,Education,1,6,,Wiradjuri,Gulgong,41 White Street Gulgong 2852,Mid-Western Regional,41,White Street
5065609,Rylstone Public School,Complex / Group,Education,1,6,1.1736,Wiradjuri,Rylstone,25 Mudgee Street Rylstone 2849,Mid-Western Regional,25,Mudgee Street
5065610,Hargraves Public School,Complex / Group,Education,1,6,1.621,Wiradjuri,Hargraves,66 Merinda Street Hargraves 2850,Mid-Western Regional,66,Merinda Street
5065611,Mosman Public School - Building B00B,Built,,1,5,1.218,Guringai,Mosman,2 Gouldsbury Street Mosman 2088,Mosman,2,Gouldsbury Street
5065612,Mosman High School - Buildings B00A and B00D,Built,,1,5,1.43839,Guringai,Mosman,745 Military Road Mosman 2088,Mosman,745,Military Road
5065613,Middle Harbour Public School - Building B00K,Built,,1,5,0.0954,Eora,Mosman,8 Hale Road Mosman 2088,Mosman,8,Hale Road
5065614,Mosman High School,Complex / Group,Education,1,6,0.4137,Guringai,Mosman,745 Military Road Mosman 2088,Mosman,745,Military Road
5065615,Muswellbrook High School - Building B00K,Built,,1,5,0.8091,Wanaruah,Muswellbrook,King Street Muswellbrook 2333,Muswellbrook,,King Street
5065616,Muswellbrook High School - Buildings B00B and B00E,Built,,1,5,0.8091,Wanaruah,Muswellbrook,King Street Muswellbrook 2333,Muswellbrook,,King Street
5065617,"Bowraville Central School - Buildings  B00A, B00B, B00G, B00I and B00L-B00P",Built,,1,5,1.76749,Gumbainggar,Bowraville,High Street Bowraville 2449,Nambucca,,High Street
5065618,Bowraville Central School,Complex / Group,Education,1,6,0.7365,Gumbainggar,Bowraville,High Street Bowraville 2449,Nambucca,,High Street
5065621,"Narrandera Public School - Buildings B00A, B00C, B00D, B00F, B00G and B00S",Built,,1,5,0.2148,Wiradjuri,Narrandera,85 Bolton Street Narrandera 2700,Narrandera,85,Bolton Street
5065622,Adamstown Administrative Office - Buildings B00A-B00D,Built,,1,5,0.5506,Awabakal,Adamstown,201 Brunker Road Adamstown 2289,Newcastle,201,Brunker Road
5065623,Beresfield Public School - Building B00B,Built,,1,5,1.15588,Awabakal,Beresfield,181-183 Anderson Drive Beresfield 2322,Newcastle,181-183,Anderson Drive
5065624,"Hunter School of the Performing Arts - Buildings B00G, B00H, B00J and B00Q",Built,,1,5,6.071,Awabakal,Broadmeadow,115 Lambton Road Broadmeadow 2292,Newcastle,115,Lambton Road
5065625,Carrington Public School - Buildings B00A and B00B,Built,,1,5,0.5564,Awabakal,Carrington,88 Young Street Carrington 2294,Newcastle,88,Young Street
5065626,Newcastle High School - Cooks Hill Campus - Building B003,Built,,1,5,0.3246,Awabakal,Cooks Hill,102 Laman Street Cooks Hill 2300,Newcastle,102,Laman Street
5065627,Hamilton Public School - Buildings B00A-B00D,Built,,1,5,0.5164,Awabakal,Hamilton,1A Dixon Street Hamilton 2303,Newcastle,1A,Dixon Street
5065628,"Newcastle High School - Buildings B00A-B00E, B00G-B00I, B00L and B00P",Built,,1,5,4.6422,Awabakal,Newcastle West,25A National Park Street Newcastle West 2302,Newcastle,25A,National Park Street
5065629,Islington Public School - Building B00B and Significant Trees,Built,,1,5,0.5741,Awabakal,Islington,17 Hubbard Street Islington 2296,Newcastle,17,Hubbard Street
5065630,Lambton Public School - Buildings B00B and B00C,Built,,1,5,2,Awabakal,Lambton,18 Croudace Street Lambton 2299,Newcastle,18,Croudace Street
5065631,"Mayfield East Public School - Buildings B00A, B00B, B00D and B00E",Built,,1,5,1.48809,Awabakal,Mayfield,34 Crebert Street Mayfield 2304,Newcastle,34,Crebert Street
5065632,Mayfield West Public School - Buildings B00B and B00C,Built,,1,5,1.571,Awabakal,Mayfield West,7 Gregson Avenue Mayfield West 2304,Newcastle,7,Gregson Avenue
5065633,Minmi Public School - Bell and Foundation Stones,Built,,1,5,1.54682,Awabakal,Minmi,56 Woodford Street Minmi 2287,Newcastle,56,Woodford Street
5065634,New Lambton Public School - Buildings B00B and B00C,Built,,1,5,0.950345,Awabakal,New Lambton,66 Regent Street New Lambton 2305,Newcastle,66,Regent Street
5065635,John Hunter Hospital School - Curtilage,Built,,1,5,,Awabakal,New Lambton,14 Lookout Road New Lambton 2305,Newcastle,14,Lookout Road
5065636,Stockton Public School - Buildings B00A-B00C and B00H,Built,,1,5,1.8465,Awabakal,Stockton,1/10 Clyde Street Stockton 2295,Newcastle,1-Oct,Clyde Street
5065637,Newcastle East Public School - Building B00A and Period Fence,Built,,1,5,0.71324,Awabakal,The Hill,48 Brown Street The Hill 2300,Newcastle,48,Brown Street
5065638,The Junction Public School - Buildings B00H and B00I,Built,,1,5,2.70035,Awabakal,The Junction,16 Watkins Street The Junction 2291,Newcastle,16,Watkins Street
5065639,Tighes Hill Public School - Buildings B00A-B00C,Built,,1,5,0.72821,Awabakal,Tighes Hill,31-33 Elizabeth Street Tighes Hill 2297,Newcastle,31-33,Elizabeth Street
5065640,Wallsend Public School - Buildings B00A-B00C,Built,,1,5,0.8574,Awabakal,Wallsend,26 Martindale Street Wallsend 2287,Newcastle,26,Martindale Street
5065641,Plattsburg Public School - Buildings B00B and B00H,Built,,1,5,0.8903,Awabakal,Wallsend,2 Ranclaud Street Wallsend 2287,Newcastle,2,Ranclaud Street
5065642,"Callaghan College - Waratah Technology Campus - Buildings B00F, B00G, B00I, B00J and B00M",Built,,1,5,3.2927,Awabakal,Waratah,26 Turton Road Waratah 2298,Newcastle,26,Turton Road
5065643,Newcastle High School - Cooks Hill Campus,Complex / Group,Education,1,6,0.3246,Awabakal,Cooks Hill,102 Laman Street Cooks Hill 2300,Newcastle,102,Laman Street
5065644,Hamilton South Public School,Complex / Group,Education,1,6,1.6445,Awabakal,Merewether,96-98 Kenrick Street Merewether 2291,Newcastle,96-98,Kenrick Street
5065645,Newcastle High School,Complex / Group,Education,1,6,2.02,Awabakal,Newcastle West,25A National Park Street Newcastle West 2302,Newcastle,25A,National Park Street
