School_code,AgeID,SchoolName,Street,Town_suburb,Postcode,Latitude,Longitude
8806,46393,Canterbury Girls High School,Church St,Canterbury ,2193,-33.907264,151.122631
8813,8631,Georges River College Hurstville Campus,Kenwyn St,Hurstville ,2220,-33.962826,151.109808
8832,45966,Ashfield Boys High School,117 Liverpool Rd,Ashfield ,2131,-33.889547,151.129219
8852,57488,The Jannali High School,Sutherland Rd,Jannali ,2226,-34.021612,151.061927
1048,57392,Arcadia Public School,140 Arcadia Road,ARCADIA,2159,-33.623487,151.051031
1061,47612,Artarmon Public School,McMillan Rd,Artarmon ,2064,-33.811249,151.186001
3792,47718,Avalon Public School,Old Barrenjoey Rd,Avalon Beach,2107,-33.639377,151.326739
1070,45797,Asquith Public School,3 Dudley St,Asquith,2077,-33.685729,151.112177
1104,47691,Seaforth Public School,37 Kempbridge Avenue,Seaforth ,2092,-33.793262,151.251235
1166,47758,Beecroft Public School,98 Beecroft Rd,Beecroft ,2119,-33.752085,151.06462
1205,47676,Berowra Public School,Hillcrest Rd,Berowra,2081,-33.618522,151.148996
1320,47730,Boronia Park Public School,113 Pittwater Rd,HUNTERS HILL,2110,-33.821414,151.135558
1377,48694,Brooklyn Public School,106 Brooklyn Rd,Brooklyn ,2083,-33.548414,151.214992
1529,47865,Castle Hill Public School,Les Shore Place,Castle Hill ,2154,-33.727887,151.004663
3906,47713,Narrabeen North Public School,Namona St,NORTH NARRABEEN,2101,-33.699095,151.298134
1668,48693,Cowan Public School,Chandler Ave,Cowan ,2081,-33.588808,151.168843
1744,47703,Dee Why Public School,Regent St,Dee Why ,2099,-33.749025,151.285209
1799,48135,Dural Public School,622 Old Northern Rd,Dural ,2158,-33.686057,151.026394
1850,44925,Epping Public School,2-16 Norfolk Road,EPPING,2121,-33.770727,151.087878
1851,47769,Epping West Public School,96 Carlingford Rd,EPPING,2121,-33.772789,151.068048
3950,44413,Manly Village Public School,Darley Rd,Manly ,2095,-33.7994,151.287627
1860,47741,Ermington Public School,Winbourne St,West Ryde ,2114,-33.804749,151.071574
1946,47682,Frenchs Forest Public School,Ann St,Frenchs Forest ,2086,-33.751516,151.224695
3971,47708,Beacon Hill Public School,Tristram Rd,Beacon Hill ,2100,-33.75163,151.260584
1952,48139,Galston Public School,School Rd,Galston ,2159,-33.648197,151.04517
1990,44419,Gladesville Public School,Victoria Rd,Gladesville ,2111,-33.832977,151.125699
2003,47867,Glenhaven Public School,Glenhaven Rd,Glenhaven ,2156,-33.700792,151.002882
8236,44403,Blakehurst High School,270A Woniora Rd,Blakehurst ,2221,-33.980406,151.11324
2133,47698,Harbord Public School,Wyadra Avenue,Freshwater,2096,-33.772164,151.286531
2164,48134,Hillside Public School,Cattai Ridge Rd,Glenorie ,2157,-33.601784,150.976151
2189,47728,Hunters Hill Public School,17 Alexandra St,Hunters Hill ,2110,-33.835121,151.151254
2368,47616,Lane Cove Public School,Austin St & Longueville Rd,Lane Cove ,2066,-33.816514,151.169134
2403,47626,Lindfield Public School,218 PACIFIC HIGHWAY,LINDFIELD,2070,-33.78075,151.168917
2469,47697,Manly West Public School,Griffith St,Balgowlah ,2093,-33.791875,151.268753
2542,48136,Middle Dural Public School,Old Northern Rd,Middle Dural ,2158,-33.64496,151.023178
2593,47715,Mona Vale Public School,Waratah St,Mona Vale ,2103,-33.676998,151.300404
2706,47714,Narrabeen Lakes Public School,1299 Pittwater Rd,Narrabeen ,2101,-33.720323,151.297413
2730,45502,Neutral Bay Public School,Ben Boyd Rd,Neutral Bay ,2089,-33.83261,151.219605
4249,47700,Wheeler Heights Public School,Veterans Pde,Collaroy Plateau ,2097,-33.72779,151.284764
2740,47717,Newport Public School,Stuart St,Newport ,2106,-33.660561,151.312237
2760,47667,Normanhurst Public School,Normanhurst Rd,Normanhurst ,2076,-33.723332,151.098026
2764,56252,North Rocks Public School,359 North Rocks Rd,North Rocks,2151,-33.768425,151.025148
4276,47766,Thornleigh West Public School,Giblett Ave,Thornleigh ,2120,-33.723864,151.072163
2766,45500,North Sydney Public School,Bay Rd,Waverton ,2060,-33.834819,151.203685
2857,47763,Pennant Hills Public School,Ramsay & Weemala Rds,Pennant Hills ,2120,-33.7358,151.068058
4294,47757,Roselea Public School,549 NORTH ROCKS ROAD,CARLINGFORD,2118,-33.765259,151.05252
2858,47764,West Pennant Hills Public School,Church St,West Pennant Hills ,2125,-33.746075,151.050491
2913,47733,Putney Public School,Morrison Rd,Ryde ,2112,-33.824562,151.110973
2994,47625,Roseville Public School,Archbold Rd,Roseville ,2069,-33.781883,151.188666
3021,47735,Ryde Public School,Pope St,Ryde,2112,-33.812552,151.108015
3022,47738,North Ryde Public School,Coxs Rd,North Ryde ,2113,-33.794766,151.120042
4386,47685,Killarney Heights Public School,10 Tralee Ave,KILLARNEY HEIGHTS,2087,-33.774942,151.216151
3190,47678,Terrey Hills Public School,Cooyong Rd,Terrey Hills ,2084,-33.685723,151.222619
3288,44921,Turramurra North Public School,237 Bobbin Head Rd,North Turramurra ,2074,-33.714724,151.147816
3334,47668,Waitara Public School,64-68 Edgeworth David Avenue,WAHROONGA,2076,-33.708119,151.111586
4433,47677,Wideview Public School,Wideview Rd,Berowra Heights,2082,-33.608499,151.14151
3390,45900,Warrawee Public School,1486 Pacific Highway,Turramurra,2074,-33.729484,151.121236
4515,46129,Kambora Public School,Woolrych Ave,Davidson ,2085,-33.740137,151.1945
4572,56220,John Purchase Public School,Purchase Rd,Cherrybrook ,2126,-33.718798,151.038895
3449,47623,Willoughby Public School,30-34 Oakville Road,WILLOUGHBY,2068,-33.802197,151.200123
4604,55115,Oakhill Drive Public School,Oakhill Drive,Castle Hill ,2154,-33.721563,151.022997
5191,44917,Hornsby South Public School,Clarke Rd,Hornsby ,2077,-33.713499,151.095148
3719,47863,Annangrove Public School,Annangrove Rd,Annangrove ,2156,-33.667417,150.95255
3736,47693,Balgowlah Heights Public School,Lewis St,Balgowlah ,2093,-33.805985,151.258754
3748,47679,Belrose Public School,Ralston Ave,Belrose ,2085,-33.727235,151.216645
3777,44922,Pymble Public School,Crown Road,Pymble,2073,-33.732269,151.141089
3827,47705,Narraweena Public School,72-78 MCINTOSH ROAD,NARRAWEENA,2099,-33.7492,151.273639
3833,44923,Wahroonga Public School,71 Burns Rd,Wahroonga ,2076,-33.715583,151.128476
3846,46136,Melrose Park Public School,110 Wharf Rd,West Ryde ,2114,-33.814849,151.071939
5670,56222,Karonga School,Karonga Close (via Dent St),Epping ,2121,-33.770806,151.06064
5675,44924,Sir Eric Woodward Memorial School,75 Ayres Road,St Ives ,2075,-33.719579,151.179755
3855,47635,Turramurra Public School,Kissing Point Rd,Turramurra ,2074,-33.745258,151.114305
7416,47770,Eastwood Public School,Rowe St,Eastwood ,2122,-33.792743,151.078474
3862,47740,Denistone East Public School,Lovell Rd,Eastwood ,2122,-33.7943,151.096571
3863,88102,Meadowbank Public School,6 Rhodes St,MEADOWBANK,2114,-33.8129,151.0921
3885,47674,Mount Colah Public School,Telopea St,Mount Colah ,2079,-33.672947,151.115695
3908,47617,Lane Cove West Public School,Avalon Ave,Lane Cove,2066,-33.809886,151.152003
8159,47622,Willoughby Girls High School,Mowbray Rd,Willoughby ,2068,-33.803128,151.199957
3918,47630,Killara Public School,Ridgeland Ave,Killara ,2071,-33.765473,151.148436
3919,47624,Castle Cove Public School,Kendall Rd,Castle Cove ,2069,-33.783375,151.201973
3925,45799,Curl Curl North Public School,Playfair Rd,North Curl Curl ,2099,-33.764639,151.289314
8222,47673,Asquith Girls High School,Stokes Ave,Asquith ,2077,-33.689716,151.11275
3943,47632,Gordon West Public School,146 Ryde Road,Pymble,2073,-33.760318,151.139223
3956,47628,Beaumont Road Public School,17 Beaumont Road,Killara ,2071,-33.774289,151.146271
3970,47699,Collaroy Plateau Public School,Plateau Rd,Collaroy Plateau ,2097,-33.73297,151.29344
8245,47672,Asquith Boys High School,Jersey St,Asquith ,2077,-33.692276,151.103016
3984,47694,Balgowlah North Public School,10 Manning Street,North Balgowlah,2093,-33.783267,151.246457
3985,47631,Gordon East Public School,Rosedale Rd,Gordon ,2072,-33.74582,151.156203
4015,47618,Mowbray Public School,635 Mowbray Road,Lane Cove,2066,-33.803943,151.155895
4019,47684,Forestville Public School,7 Melwood Ave,Forestville ,2087,-33.761582,151.212803
2076,44418,Greenwich Public School,32 Kingslangley Rd,Greenwich,2065,-33.82587,151.183252
4038,47767,Epping Heights Public School,Kent St,Epping ,2121,-33.762695,151.07408
8416,47633,Ku-ring-gai High School,Bobbin Head Rd,NORTH TURRAMURRA,2074,-33.690973,151.153809
4041,44927,Eastwood Heights Public School,Lincoln St,Eastwood,2122,-33.781914,151.095463
4049,47675,Mount Kuring-gai Public School,Leeming St,Mount Kuring-gai ,2080,-33.657474,151.135604
8438,47762,Pennant Hills High School,Laurence St,Pennant Hills ,2120,-33.733692,151.061087
4160,47771,Kent Road Public School,126 Kent Rd,Marsfield,2122,-33.787415,151.108936
4164,47739,Truscott Street Public School,Truscott St,North Ryde ,2113,-33.794097,151.130918
4165,47768,Epping North Public School,Boundary Rd,North Epping ,2121,-33.757643,151.095425
4199,47711,Elanora Heights Public School,43 Elanora Road,Elanora Heights ,2101,-33.703672,151.284751
4200,47706,Allambie Heights Public School,165 Allambie Road,ALLAMBIE HEIGHTS,2100,-33.76615,151.249208
4241,47702,Cromer Public School,Carcoola Rd,Cromer ,2099,-33.738009,151.274661
4257,47737,Ryde East Public School,12 Twin Rd,North Ryde ,2113,-33.807139,151.125864
8512,47712,Narrabeen Sports High School,10 Namona St,NORTH NARRABEEN,2101,-33.700941,151.298401
8567,7704,Northern Beaches Secondary College Manly Campus,138 Abbott Rd,North Curl Curl ,2099,-33.762388,151.281355
4274,46133,Hornsby Heights Public School,Somerville Rd,Hornsby ,2077,-33.670114,151.097989
4275,47761,Normanhurst West Public School,Dartford Rd,Thornleigh ,2120,-33.721061,151.088436
8851,7692,Northern Beaches Secondary College Balgowlah Boys Campus,Maretimo St,Balgowlah ,2093,-33.796405,151.254607
4283,45496,West Pymble Public School,Apollo Ave,West Pymble ,2073,-33.763937,151.124401
1045,50197,Appin Public School,97 Appin Road,APPIN,2560,-34.198417,150.78766
4293,46135,St Ives North Public School,87 Memorial Ave,St Ives ,2075,-33.718672,151.163635
4331,56317,St Ives Public School,Horace St,St Ives ,2075,-33.738199,151.1665
4359,47726,Bilgola Plateau Public School,Plateau Rd,Bilgola Plateau ,2107,-33.644021,151.313406
1123,48557,Greenacre Public School,89-105 Waterloo Rd Greenacre NSW 2190,,2190,-33.911161,151.057581
4365,47670,Hornsby North Public School,52 Ida St,Hornsby ,2077,-33.682646,151.098865
4368,47680,Wakehurst Public School,Glen St,Belrose ,2085,-33.738527,151.218101
4377,47853,Baulkham Hills North Public School,2A Girralong Ave,Baulkham Hills ,2153,-33.751927,150.999957
4400,56316,St Ives Park Public School,Woodbury & Acron Rds,St Ives ,2075,-33.724082,151.178775
1186,48560,Belmore South Public School,Nelson Ave & Canterbury Rd,Belmore ,2192,-33.925735,151.091985
4401,47756,Murray Farm Public School,Tracey Ave,Carlingford ,2118,-33.766119,151.040173
4432,45796,Mimosa Public School,Blackbutts Rd & Mimosa St,Frenchs Forest ,2086,-33.743343,151.205909
1321,48551,Bossley Park Public School,Marconi Rd,Bossley Park ,2176,-33.858524,150.883076
1360,48547,Bringelly Public School,101 Wentworth Rd,BRINGELLY,2556,-33.93791,150.730266
4440,47760,Cherrybrook Public School,131 New Line Rd,Cherrybrook ,2126,-33.731277,151.042056
4574,55112,Samuel Gilbert Public School,Ridgecrop Drive,Castle Hill ,2154,-33.713106,150.992027
5212,44412,Beauty Point Public School,17 Medusa St,Mosman ,2088,-33.812008,151.241883
5405,56228,Fisher Road School,115 Fisher Rd,Dee Why ,2099,-33.746131,151.287466
5407,56209,Cromehurst School,8 Nelson Rd,Lindfield ,2070,-33.773952,151.172207
5578,57884,Naremburn School,250 Willoughby Rd,Naremburn ,2065,-33.819372,151.200343
5579,45853,The Beach School,Malinya Rd,Allambie ,2100,-33.772011,151.262488
5655,56206,Clarke Road School,48-58 Clarke Road,Hornsby,2077,-33.712072,151.095647
5656,56156,Arranounbai School,5 Aquatic Drive,Frenchs Forest ,2086,-33.756784,151.241291
7409,47620,Chatswood Public School,5 Centennial Ave,Chatswood ,2067,-33.798242,151.17759
7430,46126,Mosman Public School,27 Belmont Rd,Mosman ,2088,-33.828052,151.241198
8120,47669,Hornsby Girls High School,Edgeworth David Ave,Hornsby ,2077,-33.706627,151.101083
8132,47614,North Sydney Boys High School,127 Falcon Street,North Sydney,2060,-33.829336,151.207734
8133,47615,North Sydney Girls High School,Pacific Hwy,Crows Nest ,2065,-33.830244,151.203447
8207,47727,Hunters Hill High School,Reiby Rd,Hunters Hill ,2110,-33.832696,151.148509
8208,47759,Cheltenham Girls High School,Beecroft Rd & The Promenade,Beecroft ,2119,-33.75627,151.074096
8211,47666,Normanhurst Boys High School,Pennant Hills Rd,Normanhurst,2076,-33.721475,151.101466
8225,88103,Marsden High School,8 Rhodes St,MEADOWBANK,2114,-33.812981,151.092237
8232,47619,Chatswood High School,24-58 Centennial Ave,CHATSWOOD,2067,-33.800013,151.175324
2066,46473,Granville South Public School,Woodville Rd,Guildford ,2161,-33.848289,150.995883
8243,54236,Riverside Girls High School,Huntleys Point Rd,Gladesville,2111,-33.840079,151.141467
8326,47689,Mosman High School,Military Rd,MOSMAN,2088,-33.829677,151.243425
8372,47683,The Forest High School,135 Frenchs Forest Rd,Frenchs Forest ,2086,-33.750298,151.2298
8379,47716,Pittwater High School,Pittwater Rd & Mona St,Mona Vale ,2103,-33.668259,151.302664
8382,47864,Castle Hill High School,Castle St,Castle Hill ,2154,-33.726635,150.999534
2187,48546,Hoxton Park Public School,99 Pacific Palms Circuit,HOXTON PARK,2171,-33.931881,150.849626
8400,47638,St Ives High School,Yarrabung Rd,St Ives ,2075,-33.740147,151.167078
4021,47696,Manly Vale Public School,Sunshine St,Manly Vale ,2093,-33.783497,151.25976
8422,47686,Killarney Heights High School,Starkey St,Killarney Heights ,2087,-33.771925,151.215215
8435,47634,Turramurra High School,Maxwell St,South Turramurra,2074,-33.757307,151.114786
8447,47751,Carlingford High School,547 North Rocks Rd,Carlingford ,2118,-33.765412,151.050764
8454,47719,Barrenjoey High School,Coonanga Road,Avalon ,2107,-33.63117,151.333926
8457,47629,Killara High School,Koola Ave,Killara ,2071,-33.756575,151.174102
8479,47681,Davidson High School,Mimosa St,Frenchs Forest ,2086,-33.74468,151.205465
8481,48138,Galston High School,403 Galston Rd,Galston ,2159,-33.660931,151.042348
8498,47847,Muirfield High School,Barclay Rd,North Rocks,2151,-33.764695,151.022294
8511,7701,Northern Beaches Secondary College Cromer Campus,South Creek Rd,Cromer ,2099,-33.737765,151.284453
8592,55111,Cherrybrook Technology High School,28/44 Purchase Rd,CHERRYBROOK,2126,-33.719852,151.037583
8831,7695,Northern Beaches Secondary College Mackellar Girls Campus,Campbell Pde & Quirk Rd,Manly Vale ,2093,-33.782109,151.272401
8884,54237,Epping Boys High School,213 Vimiera Rd,Eastwood ,2122,-33.769453,151.099645
1073,47799,Auburn North Public School,100 Adderley St,Auburn ,2144,-33.841669,151.038618
1075,47801,Auburn West Public School,Chiswick Rd,Auburn ,2144,-33.860931,151.019764
1077,48545,Austral Public School,219 Edmondson Avenue,AUSTRAL,2179,-33.934487,150.812638
1124,48574,Bankstown North Public School,322 Hume Hwy,Bankstown ,2200,-33.904888,151.038043
1134,50234,Bargo Public School,Southern Rd,Bargo ,2574,-34.292889,150.58274
1148,48571,Bass Hill Public School,611 Hume Hwy,Bass Hill ,2197,-33.905902,151.005779
1185,48559,Belmore North Public School,Burwood Rd,Belmore ,2192,-33.909885,151.084885
1199,45498,Berala Public School,Harrow Rd,Berala,2141,-33.869714,151.028244
1257,47791,Blaxcell Street Public School,352 Blaxcell Street,Granville,2142,-33.858068,151.006125
1455,47779,Burwood Public School,1-3 Conder Street,BURWOOD,2134,-33.8768,151.098987
1460,50229,Buxton Public School,Hassall Rd,Buxton ,2571,-34.246971,150.544826
1472,48163,Cabramatta Public School,Levuka St,Cabramatta ,2166,-33.895823,150.942629
1482,50220,Camden Public School,25 JOHN STREET,CAMDEN,2570,-34.051998,150.693236
1486,50203,Campbelltown Public School,Lithgow St,Campbelltown ,2560,-34.070109,150.815634
1488,48564,Campsie Public School,Evaline St,Campsie,2194,-33.911863,151.104846
1494,48517,Canley Vale Public School,Canley Vale Rd,Canley Vale ,2166,-33.88676,150.937632
1537,50222,Cawdor Public School,CAWDOR PUBLIC SCHOOL 685 CAWDOR ROAD,CAWDOR,2570,-34.109711,150.673727
1560,48534,Chipping Norton Public School,4 Central Ave,Chipping Norton ,2170,-33.909108,150.96085
1580,50223,Cobbitty Public School,306 Cobbitty Road,COBBITTY,2570,-34.0159,150.685938
1607,47782,Concord Public School,Burwood Rd,Concord ,2137,-33.863224,151.106944
1608,47786,Concord West Public School,Concord Rd,Concord West ,2138,-33.839613,151.087317
1770,50218,Douglas Park Public School,111 Camden Rd,Douglas Park ,2569,-34.179484,150.713038
3789,48580,Condell Park Public School,Augusta St,CONDELL PARK,2200,-33.925486,151.013674
1809,48619,Panania Public School,21A Lawler Street,PANANIA,2213,-33.965972,150.99946
1844,47780,Enfield Public School,Beaumaris St,Enfield ,2136,-33.888598,151.094528
1895,48157,Fairfield Public School,68-82 Smart St,Fairfield ,2165,-33.866847,150.955409
1896,48158,Fairfield West Public School,Palmerston Rd,Fairfield West ,2165,-33.868037,150.924762
2001,48521,Glenfield Public School,Railway Pde,Glenfield ,2167,-33.971005,150.896584
3924,48617,East Hills Public School,2 Lucas Rd,Panania ,2213,-33.957953,150.991975
2064,47793,Granville Public School,Lena St,Granville ,2142,-33.834264,151.004671
2075,48528,Green Valley Public School,Green Valley Rd,Green Valley ,2168,-33.90074,150.868972
2093,54952,Guildford Public School,Apia St,Guildford ,2161,-33.855821,150.981983
2128,56193,Hammondville Public School,Walder Rd,Hammondville ,2170,-33.947273,150.954525
2173,47788,Homebush Public School,Rochester St,Homebush ,2140,-33.867319,151.08523
3983,48516,Canley Heights Public School,Cambridge St,Canley Heights ,2166,-33.884812,150.922611
3986,48162,Yennora Public School,Ellis Pde,Yennora ,2161,-33.866826,150.970993
2182,48153,Horsley Park Public School,1759 The Horsley Drive,HORSLEY PARK,2175,-33.840414,150.852683
